No,모델 시리얼(*),주소,좌표 구분코드,위도,경도,비고
946,V02Q1940637,서울특별시 용산구 한강로3가 63-389,W84,37.525447033,126.968845768,
947,V02Q1940698,서울특별시 용산구 한남동 684-85,W84,37.534626724,127.000735898,
948,V02Q1940525,서울특별시 용산구 효창동 5-713,W84,37.542265658,126.960760204,
949,V02Q1940584,서울특별시 용산구 후암동 56-38,W84,37.549955116,126.978020139,
950,V02Q1940577,서울특별시 용산구 서빙고동 1-3,W84,37.523642878,126.993653966,
951,V02Q1940524,서울특별시 용산구 서계동 222-11,W84,37.554354634,126.968131192,
952,V02Q1940731,서울특별시 용산구 용산동6가 69-172,W84,37.517989157,126.985318268,
953,V02Q1940559,서울특별시 용산구 이태원동 34-66,W84,37.532936634,126.991219946,
954,V02Q1940668,서울특별시 용산구 이촌동 301-7,W84,37.519020700,126.980569679,
955,V02Q1940630,서울특별시 용산구 한강로3가 65-206,W84,37.525540411,126.965070815,
956,V02Q1940664,서울특별시 용산구 이촌동 412-1,W84,37.520370616,126.977026762,
957,V02Q1940578,서울특별시 용산구 보광동 68,W84,37.526372633,127.002884625,
958,V02Q1940856,서울특별시 용산구 한남동 이태원로 224-19,W84,37.5347934,127.0000555,
959,V02Q1940830,서울특별시 용산구 이촌동 376,W84,37.521488691,126.959447221,
960,OC3CL200019,서울특별시  용산구 이태원동 239-4,W84,37.540264418,126.99379344,
961,OC3CL200221,서울특별시 용산구 용산동5가 2-68,W84,37.5287508,126.9701181,
962,V02Q1940339,서울특별시 은평구 갈현동 389-9,W84,37.623466453,126.916906052,
963,V02Q1940343,서울특별시 은평구 갈현동 451-15,W84,37.618708097,126.916591541,
964,V02Q1940336,서울특별시 은평구 구산동 152-3,W84,37.611799643,126.909853030,
965,V02Q1940317,서울특별시 은평구 녹번동 76-40,W84,37.602631443,126.930628959,
966,V02Q1940326,서울특별시 은평구 대조동 207-9,W84,37.614086720,126.919837040,
967,V02Q1940208,서울특별시 은평구 불광동 281-113,W84,37.610598263,126.931352835,
968,V02Q1940333,서울특별시 은평구 불광동 73-11,W84,37.626081398,126.927710516,
969,V02Q1940332,서울특별시 은평구 신사동 4-16,W84,37.597650438,126.912020853,
970,V02Q1940341,서울특별시 은평구 역촌동 62-28,W84,37.604135693,126.914765263,
971,V02Q1940377,서울특별시 은평구 응암동 227-106,W84,37.594836910,126.924548749,
972,V02Q1940373,서울특별시 은평구 응암동 604-5,W84,37.589938574,126.917291918,
973,V02Q1940347,서울특별시 은평구 증산동 231,W84,37.584427523,126.905224449,
974,V02Q1940358,서울특별시 은평구 진관동 68-37,W84,37.638983563,126.918861419,
975,V02Q1940435,서울특별시 은평구 수색동 411-9,W84,37.583513221,126.894256875,
976,V02Q1940476,서울특별시 은평구 신사동 192-1,W84,37.592348032,126.906563171,
977,V02Q1940337,서울특별시 은평구 응암동 116-29,W84,37.598908246,126.920308931,
978,V02Q1940139,서울특별시 은평구 진관동 13-3,W84,37.643766055,126.924565394,
979,V02Q1940485,서울특별시 은평구 응암동 91-15,W84,37.599233119,126.916387325,
980,V02Q1940370,서울특별시 은평구 불광동 219-1,W84,37.619613134,126.932131205,
981,V02Q1940475,서울특별시 은평구 구산동 355-68,W84,37.613989128,126.906555525,
982,V02Q1940872,서울특별시 은평구 불광동 613-2,W84,37.610592648,126.932995739,
983,OC3CL200069,서울특별시 은평구 불광동 195,W84,37.622209067,126.930278534,
984,OC3CL200035,서울특별시 은평구 갈현동 465-3,W84,37.611303604,126.917501985,
985,OC3CL200036,서울특별시 은평구 녹번동 153-46 ,W84,37.605145748,126.923577165,
986,OC3CL200209,서울특별시 은평구 진관동 108-9,W84,37.634407268,126.915258949,
987,OC3CL200168,서울특별시 은평구 응암동 87-7,W84,37.600396759,126.922412983,
988,OC3CL200204,서울특별시 은평구 구산동 202-1,W84,37.614146909,126.910160235,
989,OC3CL200152,서울특별시 은평구 응암동 122-32,W84,37.595635788,126.915619122,
990,OC3DL2200016,서울특별시 은평구 가좌로 191,W84,37.58784932,126.91986777,
991,OC3DL2200017,서울특별시 은평구 가좌로 242,W84,37.59122386,126.91605056,
992,OC3DL2200018,서울특별시 은평구 가좌로 294,W84,37.59456964,126.91181519,
993,OC3DL2200019,서울특별시 은평구 신사동 241-22,W84,37.5978478,126.90601125,
994,V02Q2300003,서울특별시 은평구 통일로 856,W84,126.92110691,37.61949666,
995,V02Q2300004,서울특별시 은평구 통일로 948,W84,126.91989469,37.62756971,
996,V02Q2300005,서울특별시 은평구 진관동 89-11,W84,126.91737791,37.63401377,
997,V02Q2300006,서울특별시 은평구 진관동 56-16,W84,126.91580765,37.64214802,
998,V02Q2300007,서울특별시 은평구 진관동 74-22,W84,126.90852756,37.6463178,
999,OC3CL200230,서울특별시 강서구 양천로201 서남물재생센터 기상기후대,W84,37.57394,126.8295,이동형
1000,OC3CL200231,서울특별시 마포구 증산로 87 문화비축기지 T5,W84,37.5714929,126.8953585,이동형
1001,OC3CL200232,서울특별시 종로구 세종로 1-68,W84,37.57462781,126.97650982,이동형
1002,OC3CL200233,서울특별시 서초구 매헌로 99 양재시민의 숲,W84,37.470728,126.8953585,이동형
1003,OC3CL200234,서울특별시 마포구 창전동 3-230 와우산공원,W84,37.55192,126.93068,이동형
1004,OC3CL200235,서울특별시 마포구 상암동 1735 부엉이 근린공원,W84,37.58536,126.88318,이동형
1005,OC3CL200236,서울특별시 서초구 매헌로 99 양재시민의 숲,W84,37.4682086,127.0373195,이동형
1006,OC3CL200237,서울특별시 마포구 증산로 87 문화비축기지 T6앞,W84,37.5713067,126.8930907,이동형
1007,OC3CL200238,서울특별시 서초구 매헌로 99 양재시민의 숲,W84,37.620742967196,127.038382273243,이동형
1008,OC3CL200239,서울특별시 마포구 아현동 267-2 ,W84,37.5553346,126.95409,이동형
1009,OC3CL200240,서울특별시 강북구 월계로 173 북서울 꿈의 숲,W84,37.4716110153557,127.03269911116,이동형
1010,OC3CL200241,서울특별시 마포구 중동18 경의선 선형의숲,W84,37.57304,126.90509,이동형
1011,OC3CL200242,서울특별시 마포구 월드컵로 75 망원역 2번출구 앞,W84,37.55589,126.91037,이동형
1012,OC3CL200243,서울특별시 마포구 도화동 50-1,W84,37.54071,126.94676,이동형
1013,OC3CL200244,서울특별시 마포구 월드컵로 196 마포구청역 1번출구 앞,W84,37.56483,126.90245,이동형
1014,OC3CL200245,서울특별시 동대문구 서울시립대로163 서울시립대학교 창공관 옥상,W84,37.58467,127.06033,이동형
1015,OC3CL200246,서울특별시 마포구 구수동 2-60  마라톤 공인중개사앞,W84,37.54747,126.93325,이동형
1016,OC3CL200247,서울특별시 종로구 송월길 52 서울기후관측소,W84,37.5711977022152,126.966459459244,이동형
1017,OC3CL200248,서울특별시 마포구 증산로 87 문화비축기지 문화마당 설비동앞,W84,37.5708262,126.8945468,이동형
1018,OC3CL200249,서울특별시 강북구 월계로 173 북서울 꿈의 숲,W84,37.6221783,127.0421755,이동형
1019,OC3CL200250,서울특별시 강북구 월계로 173 북서울 꿈의 숲,W84,37.6219316,127.0388135,이동형
1020,OC3CL200251,서울특별시 마포구 증산로 87 문화비축기지 안내동앞 ,W84,37.56968383,126.8943303,이동형
1021,OC3CL200252,서울특별시 마포구 월드컵로 42길 2,W84,37.57753,126.88098,이동형
1022,OC3CL200253,서울특별시 용산구 이촌로255 신용산초등학교 본관 옥상,W84,37.5204,126.97611,이동형
1023,OC3CL200254,서울특별시 마포구 서교동 353-1,W84,37.55538,126.92137,이동형
1024,OC3CL200255,서울특별시 관악구 관악로1 서울대학교 대기환경관측소,W84,37.45285,126.95019,이동형
1025,OC3CL200256,서울특별시 성동구 청계천로540 서울시설공단 B4층 기계실,W84,37.5715928,127.033874,이동형
1026,OC3CL200257,서울특별시 마포구 성산동 산11-64 성산근린공원,W84,37.56231,126.91081,이동형
1027,OC3CL200259,"서울특별시 송파구 올림픽로 240 롯데월드, 롯데마트 옥상",W84,37.5108547,127.0971535,이동형
1028,OC3CL200258,서울특별시 종로구 세종로 1-68,W84,37.57327642,126.97655326,이동형
1029,V02Q1940655,서울특별시 종로구 가회동 210,W84,37.580050842,126.985146172,
1030,V02Q1940539,서울특별시 종로구 이화동 82-4,W84,37.576920428,127.004513660,
1031,V02Q1940737,서울특별시 종로구 평창동 235-1,W84,37.605426219,126.967444876,
1032,V02Q1940721,서울특별시 종로구 혜화동 108-1,W84,37.586080682,127.000848323,
1033,V02Q1940522,서울특별시 종로구 창신동 23-313,W84,37.577074810,127.012366545,
1034,V02Q1940499,서울특별시 종로구 내자동 169,W84,37.574960033,126.970272261,
1035,V02Q1940695,서울특별시 종로구 행촌동 180-10,W84,37.571916554,126.961981834,
1036,V02Q1940716,서울특별시 종로구 무악동 60-2,W84,37.575952972,126.958181622,
1037,V02Q1940649,서울특별시 종로구 사직동 1-28,W84,37.576168260,126.968862248,
1038,V02Q1940232,서울특별시 종로구 삼청동 105-1,W84,37.585032927,126.981875888,
1039,V02Q1940710,서울특별시 종로구 숭인동 55-2,W84,37.577843118,127.015628840,
1040,V02Q1940796,서울특별시 종로구 숭인동 178-167,W84,37.574848152,127.019982768,
1041,V02Q1940719,서울특별시 종로구 익선동 99,W84,37.574464343,126.990243912,
1042,V02Q1940818,서울특별시 종로구 창신동 401-3,W84,37.570741306,127.016374099,
1043,V02Q1940720,서울특별시 종로구 창신동 583-3,W84,37.574432258,127.010888926,
1044,V02Q1940837,서울특별시 종로구 궁정동 12-1,W84,37.584140840,126.970563131,
1045,V02Q1940859,서울특별시 종로구 부암동 265-21,W84,37.592431514,126.964090572,
1046,V02Q1940857,서울특별시 종로구 삼청동 산 2-2,W84,37.588018361,126.983856948,
1047,V02Q1940881,서울특별시 종로구 동숭동 1-124,W84,37.580272067,127.003068403,
1048,V02Q1940843,서울특별시 종로구 재동 54-1,W84,37.578936514,126.985912640,
1049,V02Q1940822,서울특별시 종로구 무악동 69-3,W84,37.575423844,126.957780596,
1050,V02Q1940797,서울특별시 종로구 부암동 141-1,W84,37.597376662,126.963432166,
1051,V02Q1940883,서울특별시 종로구 사직동 262-197,W84,37.576461959,126.965536299,
1052,V02Q1940886,서울특별시 종로구 삼청동 35-112,W84,37.582438821,126.982104196,
1053,V02Q1940807,서울특별시 종로구 숭인동 211-16,W84,37.573115622,127.020059004,
1054,V02Q1940848,서울특별시 종로구 이화동 9-264,W84,37.577698183,127.006748049,
1055,V02Q1940687,서울특별시 종로구 동숭동 129-77,W84,37.581173137,127.005734130,
1056,V02Q1940827,서울특별시 종로구 동숭동 6-31,W84,37.583250447,127.005814953,
1057,V02Q1940839,서울특별시 종로구 돈의동 162,W84,37.571218817,126.990608589,
1058,V02Q1940718,서울특별시 종로구 충신동 189-2,W84,37.573899271,127.004658247,
1059,V02Q1940810,서울특별시 종로구 창신동 197-17,W84,37.573677936,127.013204061,
1060,V02Q1940875,서울특별시 종로구 창신동 619-2,W84,37.578529489,127.009067983,
1061,V02Q1940844,서울특별시 종로구 창신동 산 6-25,W84,37.578940321,127.014486370,
1062,V02Q1940802,서울특별시 종로구 평창동 232,W84,37.605283318,126.966737815,
1063,V02Q1940877,서울특별시 종로구 구기동 110-30,W84,37.607870193,126.956372518,
1064,V02Q1940817,서울특별시 종로구 명륜3가 53-2,W84,37.584479904,126.996923175,
1065,V02Q1940840,서울특별시 종로구 명륜4가 206-8,W84,37.581880250,126.998152524,
1066,V02Q1940808,서울특별시 종로구 신문로2가 6-3,W84,37.568745241,126.968764924,
1067,V02Q1940841,서울특별시 종로구 효제동 173-2,W84,37.572037343,127.005041449,
1068,OC3CL200210,서울특별시 종로구 서린동 151-4,W84,37.569382489,126.97848214,
1069,OC3CL200211,서울특별시 종로구 서린동 42-8 ,W84,37.569213743,126.982128648,
1070,OC3CL200194,서울특별시 종로구 신문로1가 135-2,W84,37.569976474,126.975516571,
1071,OC3CL200201,서울특별시 종로구 종로5가 231-1,W84,37.570869277,127.004845346,
1072,OC3CL200219,서울특별시 종로구 창신동 357,W84,37.572221295,127.013516467,
1073,OC3CL200220,서울특별시  종로구 연건동 128-9,W84,37.576981766,127.002488907,
1074,OC3CL200037,서울특별시 종로구 가회동 60,W84,37.581429974,126.984646839,
1075,OC3CL200038,서울특별시 종로구 가회동 33-13,W84,37.582331071,126.983559012,
1076,OC3CL200013,서울특별시 종로구 삼청동 35-63,W84,37.583469424,126.982622417,
1077,OC3CL200039,서울특별시 종로구 동숭동 50-135,W84,37.578786143,127.007188221,
1078,OC3CL200040,서울특별시 종로구 이화동 9-498,W84,37.577739599,127.008033178,
1079,OC3CL200154,서울특별시 종로구 평창동 산6-17,W84,37.601807631,126.98116998,
1080,OC3CL200153,서울특별시  종로구 신영동 130-8,W84,37.601649259,126.961410928,
1081,OC3CL200226,서울특별시 종로구 세종로 1-68,W84,37.57076319,126.97655326,
1082,OC3DL2200003,서울특별시 종로구 종로1.2.3.4가동 160-1,W84,37.57168834,126.97639253,
1083,OC3DL2200001,서울특별시 종로구 묘동 돈화문로 45,W84,37.57247558,126.99142303,
1084,OC3DL2200002,서울특별시 종로구 청운효자동 17,W84,37.58239766,126.97046962,
1085,OC3DL2200004,서울특별시 종로구 자하문로 21,W84,37.57804395,126.97166456,
1086,OC3DL230025,서울특별시 종로구 교남동 74-7번지,W84,126.96342733,37.56946732,
1087,OC3DL230026,서울특별시 종로구 행촌동 25-14,W84,126.96367604,37.57223957,
1088,OC3DL230027,서울특별시 종로구 무악동 5-28,W84,126.95655417,37.57583831,
1089,V02Q1940536,서울특별시 중구 예관동 120-1,W84,37.563560918,126.997219571,
1090,V02Q1940570,서울특별시 중구 신당동 432-24,W84,37.554358673,127.008042572,
1091,V02Q1940436,서울특별시 중구 회현동1가 204-1,W84,37.560575664,126.979644431,
1092,V02Q1940541,서울특별시 중구 태평로2가 69-5,W84,37.562768984,126.976764495,
1093,V02Q1940546,서울특별시 중구 신당동 161,W84,37.564448469,127.022110315,
1094,V02Q1940568,서울특별시 중구 신당동 304-4,W84,37.562850728,127.013260366,
1095,V02Q1940598,서울특별시 중구 청구로 8길 41,W84,37.551727975,127.012143986,
1096,V02Q1940562,서울특별시 중구 을지로3가 320-34,W84,37.565542170,126.991035069,
1097,V02Q1940564,서울특별시 중구 장충동1가 49-9,W84,37.560859569,127.008563128,
1098,V02Q1940508,서울특별시 중구 중림동 200,W84,37.558188462,126.964330835,
1099,V02Q1940599,서울특별시 중구 신당동 330-342,W84,37.557404557,127.016607496,
1100,V02Q1940553,서울특별시 중구 필동2가 20-9,W84,37.560826891,126.996000954,
1101,V02Q1940540,서울특별시 중구 을지로2가 181,W84,37.565310977,126.984491809,
1102,V02Q1940500,서울특별시 중구 신당동 52-7,W84,37.561552657,127.018748694,
1103,V02Q1940527,서울특별시 중구 황학동 2473-38,W84,37.568985838,127.021883159,
1104,V02Q1940053,서울특별시 중구 소공동 91-1,W84,37.565040748,126.978885858,
1105,V02Q1940529,서울특별시 중구 신당동 850-2,W84,37.559400896,127.020438540,
1106,V02Q1940596,서울특별시 중구 회현동1가 206,W84,37.559046312,126.980311760,
1107,V02Q1940573,서울특별시 중구 을지로6가 16-4,W84,37.568390808,127.005439263,
1108,V02Q1940566,서울특별시 중구 산림동 156-30,W84,37.567234241,126.995184955,
1109,V02Q1940498,서울특별시 중구 필동2가 19-6,W84,37.560782132,126.995545523,
1110,V02Q1940604,서울특별시 중구 다동 60-2,W84,37.567837219,126.980941430,
1111,V02Q1940597,서울특별시 중구 회현동1가 110-1,W84,37.556195026,126.981160888,
1112,V02Q1940554,서울특별시 중구 신당동 377-171,W84,37.557286013,127.009175344,
1113,V02Q1940544,서울특별시 중구 장충동2가 173-7,W84,37.561639705,127.001152964,
1114,V02Q1940302,서울특별시 중구 순화동 207-6,W84,37.559509204,126.971893203,
1115,V02Q1940438,서울특별시 중구 순화동 5-2,W84,37.562396378,126.970519750,
1116,V02Q1940567,서울특별시 중구 산림동 56-2,W84,37.568055619,126.996509941,
1117,V02Q1940602,서울특별시 중구 회현동1가 100-115,W84,37.554623618,126.980558980,
1118,V02Q1940608,서울특별시 중구 예장동 8-179,W84,37.556688983,126.985904183,
1119,V02Q1940780,서울특별시 중구 서소문동 37,W84,37.564698899,126.975981023,
1120,OC3CL200126,서울특별시  중구 남대문로4가 29 ,W84,37.559673974,126.974839751,
1121,OC3CL200127,서울특별시  중구 남대문로5가 1-5 ,W84,37.560276986,126.975353986,
1122,OC3CL200014,서울특별시 중구 명동1가 53-1,W84,37.563573682,126.984503781,
1123,OC3CL200047,서울특별시 중구 충무로2가 65-3,W84,37.561604334,126.985559036,
1124,OC3CL200041,서울특별시 중구 남대문로2가 123,W84,37.563846062,126.981866472,
1125,OC3CL200042,서울특별시 중구 을지로6가 18-185,W84,37.567869921,127.008631118,
1126,OC3CL200043,서울특별시 중구 신당동 204-9,W84,37.567728787,127.012669465,
1127,OC3CL200044,서울특별시  중구 남창동 31-1,W84,37.560409119,126.978669024,
1128,OC3CL200212,서울특별시 중구 태평로1가 54-3 ,W84,37.566047532,126.977399691,
1129,V02Q1940935,서울특별시 중구 덕수궁길 15 서울시청 서소문별관3동,W84,37.564433,126.97561,
1130,V02Q1940277,서울특별시 중랑구 망우동 534-32,W84,37.591143947,127.094226799,
1131,V02Q1940248,서울특별시 중랑구 망우동 357-29,W84,37.601151064,127.100797906,
1132,V02Q1940250,서울특별시 중랑구 면목동 142-35,W84,37.589051004,127.080892386,
1133,V02Q1940252,서울특별시 중랑구 면목동 700,W84,37.575819219,127.086147753,
1134,V02Q1940191,서울특별시 중랑구 면목동 175-64,W84,37.585408006,127.079020497,
1135,V02Q1940195,서울특별시 중랑구 면목동 627-1,W84,37.578673120,127.086324420,
1136,V02Q1940225,서울특별시 중랑구 면목동 483-23,W84,37.585977361,127.088383159,
1137,V02Q1940218,서울특별시 중랑구 묵동 239-119,W84,37.609849426,127.076300976,
1138,V02Q1940241,서울특별시 중랑구 상봉동 206-27,W84,37.599989151,127.087072882,
1139,V02Q1940243,서울특별시 중랑구 상봉동 120-52,W84,37.593353018,127.080975704,
1140,V02Q1940237,서울특별시 중랑구 신내동 801,W84,37.605087720,127.099718938,
1141,V02Q1940254,서울특별시 중랑구 신내동 663-2,W84,37.632400653,127.050947138,
1142,V02Q1940311,서울특별시 중랑구 중화동 54-4,W84,37.600675313,127.081937393,
1143,V02Q1940307,서울특별시 중랑구 면목동 53-8,W84,37.585376989,127.095453150,
1144,V02Q1940233,서울특별시 중랑구 묵동 121-320,W84,37.613554041,127.081496414,
1145,V02Q1940159,서울특별시 중랑구 중화동 326-87,W84,37.597690870,127.072823222,
1146,V02Q1940235,서울특별시 중랑구 묵동 392-2,W84,37.612546563,127.073414828,
1147,V02Q1940255,서울특별시 중랑구 면목동 593-2,W84,37.582766561,127.086701009,
1148,V02Q1940727,서울특별시 중랑구 중화동 65-9,W84,37.605046967,127.076287931,
1149,V02Q1940944,서울특별시 중랑구 묵동 249-24,W84,37.605041640,127.075432599,
1150,V02Q1940172,서울특별시 중랑구 면목동 산 1-4,W84,37.574032599,127.089326245,
1151,V02Q1940231,서울특별시 중랑구 상봉동 130-4,W84,37.592679588,127.074777884,
1152,V02Q1940882,서울특별시 중랑구 면목동 62-2,W84,37.584898881,127.094025798,
1153,OC3CL200202,서울특별시 중랑구 중화동 209,W84,37.594270315,127.074111828,
1154,OC3CL200203,서울특별시  중랑구 망우동 산52,W84,37.60016479,127.111918465,
1155,OC3CL200169,서울특별시 중랑구 신내동 256-24,W84,37.620270459,127.106153834,
1156,OC3CL200225,서울특별시 중랑구 묵동 189-11,W84,37.60952,127.072813,
1157,OC3DL2200011,서울특별시 중랑구 면목동 49-10,W84,37.586201,127.094858,
1158,OC3DL2200010,서울특별시 중랑구 상봉동 481-2,W84,37.604117,127.090051,
1159,OC3CL210300,서울특별시 중랑구 신내동 63-10,W84,37.61408445,127.10164536,
